id,group,hs.grad,nation,gender,age,m.status,political,n.child,income,housing,food,other,score,scr,time1,time2,time3,Pol
198,control,no,Asia,male,30,divorced,Other,5,5326.539507,0.17,0.66,0.17,0.2,-0.36962479,0.17,4.14,5.2,2.020686903
199,treat,no,North America,male,46,never,Liberal,0,53000,0.53,0.03,0.44,-1.31,0.98073698,0.26,-2.79,3.77,2.516192763
200,treat,no,Asia,female,54,never,New_Democrat,2,102000,0.21,0.69,0.1,0.54,1.524306728,0.03,-1.12,0.43,3.349663759
201,treat,no,North America,female,19,married,Liberal,1,92464.23986,0.77,0.17,0.06,0.24,0.995968858,0.74,3.3,1.21,1.607340005
202,treat,yes,Southern,male,44,married,Liberal,1,74385.71431,0.6,0.16,0.24,0.76,1.192170617,0.98,4.81,1.02,2.35567629
203,control,no,North America,female,47,widowed,New_Democrat,0,124613.2667,0.56,0.28,0.16,-0.34,1.603201884,0.11,2.64,1.12,1.354958584
204,control,no,Europe,female,42,married,Conservative,1,142368.9182,0.35,0.24,0.41,-0.18,1.677075193,0.18,3.15,2.15,1.014559166
205,treat,yes,Southern,male,52,divorced,Conservative,1,140158.773,0.67,0.19,0.14,1.73,1.289796405,0.85,0.53,1.39,3.645675583
206,control,no,North America,female,51,divorced,Liberal,0,84350.13894,0.15,0.24,0.61,-0.45,0.49104299,0.15,-0.18,0.9,-0.123639156
207,control,yes,North America,male,23,widowed,Conservative,2,73835.95198,0.49,0.29,0.22,-1.27,0.140408349,0.03,-2.51,4.3,0.817741502
208,control,no,North America,male,18,divorced,Liberal,0,106269.0401,0.04,0.74,0.22,-0.31,1.710485328,0.26,0.41,0.44,1.448875778
209,control,yes,North America,female,62,married,Conservative,2,157676.8326,0.42,0.28,0.3,0.62,1.14907083,0.08,-0.08,2.29,0.208326633
210,control,yes,Europe,male,48,divorced,Conservative,1,9029.519657,0.92,0.06,0.02,0.66,0.506149815,0.75,2.17,1.77,1.422715357
211,treat,no,Europe,female,55,married,New_Democrat,0,13042.79227,0.78,0.16,0.06,-0.58,1.446597373,0.92,0.36,1.06,3.38696812
212,control,no,North America,male,31,married,Other,1,63990.49232,0.61,0.17,0.22,0.04,0.789447998,0.01,-2.03,1.61,2.192080842
213,control,no,North America,male,25,married,Conservative,0,32101.43781,0.82,0.12,0.06,2.82,0.613028025,1,0.18,3.75,1.818350386
214,control,yes,North America,male,23,married,Liberal,1,71939.61462,0.23,0.56,0.21,1.45,2.051391159,0.18,0.22,1.31,0.220475697
215,control,yes,North America,male,52,divorced,Conservative,1,76399.29839,0.78,0.18,0.04,0.88,1.304300077,0.38,2.5,5.11,1.053822939
216,treat,no,North America,male,19,divorced,Liberal,0,114269.4017,0.92,0.05,0.03,0.64,0.634877808,0.35,-0.94,0.53,2.993134466
217,control,no,Asia,female,43,divorced,Liberal,2,12480.20504,0.15,0.29,0.56,1.16,0.911461599,0.26,-1.03,1.48,0.438555967
218,treat,yes,Asia,male,30,divorced,Liberal,2,64194.43879,0.83,0.12,0.05,1.43,1.351428675,0.49,0.27,4.33,2.326667783
219,treat,yes,Southern,male,58,divorced,New_Democrat,0,51246.53592,0.69,0.19,0.12,0.32,2.225745159,0.94,-0.49,2.41,2.629265606
220,treat,yes,Asia,female,46,widowed,Liberal,1,64845.49692,0.33,0.27,0.4,-1.33,0.470766585,0.94,0.33,2.56,0.876376544
221,control,no,Asia,male,20,divorced,Liberal,1,56235.86207,0.28,0.43,0.29,-0.14,0.188618994,0.39,-0.26,6.95,0.785031225
222,treat,no,North America,male,38,married,Liberal,1,66764.58564,0.6,0.3,0.1,0.2,0.405460508,1,1.32,9.07,2.431028122
223,treat,no,North America,male,62,married,Liberal,1,156413.873,0.77,0.03,0.2,0.19,1.290366628,0.5,0.46,1.41,3.297151274
224,treat,no,Europe,male,18,never,Conservative,1,130000,0.4,0.35,0.25,-0.64,1.090739105,0.48,1.11,1.15,4.074128607
225,control,yes,North America,male,61,never,Liberal,2,37000,0.4,0.47,0.13,2.05,0.552719151,0.68,6.13,1.55,0.398935672
226,control,yes,North America,female,61,married,Liberal,2,43288.946,0.52,0.39,0.09,0.27,1.077006014,0.45,-0.16,2.81,-0.717887044
227,control,no,North America,female,39,divorced,Conservative,1,92388.60591,0.46,0.05,0.49,0.65,1.223280862,0.84,-2.25,1.15,1.295313403
228,control,yes,North America,female,57,married,Liberal,1,146250.1438,0.51,0.09,0.4,0.43,0.914301196,0.47,-1.43,1.5,-0.539402134
229,control,yes,North America,female,46,divorced,Conservative,2,62978.87033,0.77,0.22,0.01,0.44,0.973838637,0.05,0.49,0.86,0.126177293
230,treat,yes,Europe,male,55,married,Liberal,0,72612.56022,0.14,0.25,0.61,-1.21,0.716068715,0.04,-0.21,1,1.400169201
231,control,no,Europe,female,20,divorced,New_Democrat,1,43541.30322,0.8,0.2,0,0.57,-0.299624875,0,-2.91,2.99,1.560341881
232,control,no,North America,male,57,divorced,Conservative,4,136912.7299,0.86,0.01,0.13,-0.84,0.303694306,0,-5.21,0.16,2.534609977
233,treat,no,Asia,female,49,married,Conservative,2,78407.71833,0.85,0.01,0.14,-0.71,1.161921207,0.71,-1.17,1.85,3.16819535
234,control,no,North America,male,36,divorced,New_Democrat,1,10744.29185,0.6,0.37,0.03,0.96,0.754546566,0.94,4.39,1.04,2.374328177
235,control,no,North America,male,48,married,New_Democrat,0,160452.6737,0.45,0.23,0.32,0.01,0.862913713,0.05,2.27,1.37,2.609911122
236,control,yes,North America,male,29,married,Conservative,0,117916.557,0.96,0,0.04,-0.49,0.910748264,0.03,1.14,2.52,0.971736782
237,control,yes,North America,male,45,divorced,Liberal,3,35566.1439,0.97,0.01,0.02,-0.23,0.863495995,0.66,-0.68,2.86,-0.196032299
238,treat,no,Asia,male,60,divorced,New_Democrat,0,113789.394,0.39,0.11,0.5,0.16,1.601332937,0.31,-1.4,1.51,4.268370797
239,control,yes,North America,male,40,divorced,Conservative,1,2611.148379,0.59,0.37,0.04,0.22,1.028641149,0.97,2.77,1.24,0.897804563
240,treat,no,North America,male,47,never,Liberal,1,138000,0.74,0.04,0.22,0.69,1.946096923,0.12,-5.82,1.39,3.406285224
241,treat,no,North America,male,46,never,Conservative,2,56000,0.32,0.12,0.56,0,0.775353586,0.4,-3.96,1.17,4.02530579
242,treat,yes,Europe,female,53,divorced,Liberal,1,132376.3626,0.67,0.14,0.19,0.34,1.436146849,0.68,0.63,0.86,1.416807465
243,control,yes,Asia,male,22,divorced,Conservative,0,84134.34673,0.79,0.2,0.01,-0.12,1.235922434,0.21,1.25,0.76,0.570651463
244,treat,no,Asia,female,54,divorced,Liberal,2,124723.1379,0.48,0.05,0.47,1.98,3.482092044,0.02,-2.22,1.95,2.507227563
245,control,yes,North America,female,51,never,New_Democrat,4,97000,0.48,0.13,0.39,-0.24,1.224686466,0.74,1.55,2.36,0.555907737
246,control,no,Asia,female,18,divorced,Conservative,0,24843.89806,0.47,0.37,0.16,0.9,0.251119113,0.23,1.91,2.1,0.843777533
247,treat,no,North America,male,45,married,Conservative,2,144622.9467,0.35,0.1,0.55,-1.12,1.234432221,0.55,3.43,2.17,4.252226842
248,control,no,Asia,male,34,never,Other,2,1.00E+05,0.25,0.12,0.63,-0.01,1.240031067,0.22,1.49,1.67,1.307495946
249,treat,yes,Southern,female,64,never,Liberal,1,137000,0.52,0.07,0.41,0.44,1.988411342,0.51,-2.46,1.27,1.399840252
250,treat,no,North America,male,41,divorced,New_Democrat,2,101169.551,0.63,0.1,0.27,0.27,0.802430545,0.02,-2.95,6.86,4.299942746
251,control,no,Southern,female,63,married,New_Democrat,2,46427.96656,0.96,0,0.04,1.73,0.906686364,0.93,1.46,2.55,1.749366574
252,treat,no,Southern,female,47,married,Conservative,1,56232.59237,0.4,0.51,0.09,-0.86,0.415636131,0.47,-2.78,6.51,3.092867977
253,treat,yes,North America,female,51,never,New_Democrat,0,131000,0.15,0.61,0.24,-1.98,0.638169202,0.08,-0.25,1.84,1.965206466
254,treat,yes,Asia,male,45,widowed,Liberal,1,43170.74811,0.65,0.23,0.12,-1.24,1.368527827,0.39,-2.78,2.8,1.849633564
255,control,yes,Asia,female,37,married,Liberal,1,154774.4269,0.72,0.15,0.13,-0.1,1.62196149,0.02,-0.91,2.74,-0.94961398
256,treat,no,North America,male,44,divorced,Conservative,2,4832.369272,0.67,0.14,0.19,0.61,0.423407489,0.14,5.37,0.34,5.077049019
257,control,no,North America,female,18,married,Other,0,117301.4406,0.22,0.06,0.72,0.59,1.681990599,0.97,-0.43,1.41,0.754109815
258,treat,no,Asia,male,65,divorced,Liberal,1,51666.03723,0.2,0.23,0.57,0.57,1.982956456,0.14,1,0.96,2.724387615
259,treat,no,Asia,female,20,married,Conservative,0,123812.2788,0.63,0.01,0.36,0.26,1.738066259,0.37,-0.32,0.4,3.194118077
260,control,yes,Asia,female,36,never,New_Democrat,2,69000,0.83,0.08,0.09,0.36,1.5087522,0.39,-2.3,0.77,-0.041015605
261,control,no,Asia,female,29,divorced,Other,0,14280.37823,0.55,0.19,0.26,-0.5,0.479465182,0.85,2.39,1.15,0.624701964
262,control,no,North America,male,25,married,Other,1,13760.8034,0.31,0.2,0.49,0.22,1.143455635,0.04,-0.69,1.31,1.865681254
263,control,no,Southern,female,31,divorced,New_Democrat,1,32465.62628,0.73,0.04,0.23,0.85,1.560597926,0.03,0.02,4.91,1.328094384
264,treat,yes,Southern,male,44,married,New_Democrat,2,9114.381018,0.24,0.54,0.22,-0.31,0.216956946,0.74,-1.65,1.28,2.88649895
265,treat,no,North America,male,42,never,Other,2,138000,0.17,0.56,0.27,-1.54,1.256850193,0.75,-0.84,9.8,3.572848943
266,treat,yes,Asia,male,33,divorced,New_Democrat,3,79463.71978,0.64,0.33,0.03,1.83,1.170247479,0.08,-1.88,2.58,2.906529743
267,treat,yes,North America,male,56,never,Liberal,0,71000,0.78,0.17,0.05,2.33,1.302737473,0.54,-0.49,9.02,2.314992111
268,treat,yes,North America,female,65,never,Conservative,0,76000,0.58,0.02,0.4,1.95,1.586987622,0.25,2.24,1.78,2.011366712
269,control,yes,North America,male,38,married,Liberal,0,122067.6533,0.11,0.21,0.68,-2.28,0.826910755,0.6,2.11,2.53,-0.016390383
270,control,no,Asia,male,41,never,Liberal,0,65000,0.11,0.04,0.85,-0.57,0.520108447,0.47,2.9,0.7,1.472638048
271,treat,yes,North America,female,52,married,Conservative,3,158409.2384,0.33,0.01,0.66,-0.8,1.035126313,0.3,2.67,0.78,2.34567441
272,control,yes,Europe,male,51,never,Liberal,1,113000,0.79,0.07,0.14,1.19,1.535541803,0.06,1.44,1.03,0.189307221
273,control,no,North America,male,34,never,New_Democrat,4,56000,0.82,0.16,0.02,0.69,0.571842191,0.7,-2.21,1.21,2.546072565
274,control,no,Europe,female,45,never,Conservative,1,33000,0.69,0.13,0.18,-0.45,0.557270611,0.15,3.58,1.01,1.121762522
275,treat,no,Europe,female,57,divorced,Other,0,0,0.43,0.49,0.08,0.27,-0.130212225,0.99,-0.89,4.05,2.829946142
276,control,yes,Southern,male,38,never,New_Democrat,3,71000,0.1,0.22,0.68,-1.11,1.480645113,0.9,2.5,1.61,0.723704514
277,treat,no,North America,female,21,divorced,New_Democrat,3,0,0.05,0.11,0.84,1.61,0.522147741,0.31,-2.14,3.5,3.02636597
278,treat,yes,North America,female,65,married,Conservative,0,74051.35237,0.06,0.76,0.18,-1.17,0.335986412,0.17,-3.83,0.46,1.789967106
279,control,no,Southern,male,35,married,Liberal,1,123197.1634,0.83,0.12,0.05,-0.5,0.587163373,0.76,1.98,2.11,0.980357414
280,treat,yes,Asia,male,52,divorced,Liberal,3,0,0.7,0.08,0.22,-0.67,0.65346931,0.53,1.29,3.31,1.981103698
281,treat,no,North America,female,25,divorced,Liberal,2,30103.65083,0.55,0.41,0.04,0.16,0.8000421,0.86,2.56,1.81,1.883815513
282,treat,no,Asia,female,34,married,New_Democrat,2,142097.9571,0.93,0.04,0.03,0.36,1.264725002,0.03,4.05,0.4,3.436236854
283,treat,yes,North America,male,36,married,New_Democrat,3,20304.3167,0.13,0.1,0.77,-1.41,0.537566147,0.37,-1.23,3.35,2.52224165
284,treat,no,North America,male,65,married,Other,1,52340.84212,0.07,0.22,0.71,-0.97,1.017945153,0.52,-0.89,2.09,2.694218524
285,control,no,Asia,female,51,divorced,Liberal,2,50841.39378,0.85,0.15,0,0.56,1.174107187,0,-2.89,0.23,0.226173874
286,control,no,Asia,female,24,widowed,New_Democrat,2,98569.66659,0.14,0.8,0.06,0.94,1.09415234,0.38,2.13,3.93,1.116951608
287,treat,yes,Southern,male,61,married,Liberal,1,90667.98387,0.75,0.14,0.11,-0.77,1.321484503,0.07,-2.64,1.57,1.808871263
288,treat,yes,North America,female,42,married,Other,2,98061.26757,0.47,0.25,0.28,-0.31,1.364269821,0.25,2.1,0.86,1.333564472
289,treat,no,Asia,male,55,divorced,Liberal,1,0,0.59,0.19,0.22,-0.73,0.197133264,0.51,4.36,3.03,3.239055388
290,control,no,Asia,male,56,never,Liberal,0,120000,0.22,0.39,0.39,-0.35,1.328046682,0.79,0.9,3.13,1.31045926
291,control,yes,North America,female,59,divorced,New_Democrat,0,56156.82164,0.87,0.07,0.06,-0.55,0.420727065,0.03,-2.51,1.53,0.178563304
292,treat,no,North America,female,65,never,Liberal,2,85000,0.16,0.78,0.06,2.66,2.004814281,0.8,0.02,3.19,1.813703737
293,control,no,North America,male,21,married,Other,0,41617.27317,0.1,0.04,0.86,-0.01,0.739599067,0.46,2.3,0.54,1.227931325
294,control,yes,North America,male,33,divorced,New_Democrat,2,57480.56494,0.02,0.28,0.7,-0.3,0.82649194,0.94,0.01,1.57,1.723208642
295,treat,yes,North America,female,52,married,Liberal,0,127755.5398,0.29,0.69,0.02,-1.78,0.928303985,0.09,-0.11,0.5,1.14960086
296,control,no,Europe,female,19,married,Liberal,1,60196.21932,0.85,0.01,0.14,-0.41,0.73209435,0.04,0.86,7.38,-0.286430747
297,treat,yes,Asia,male,38,divorced,Liberal,2,219.9156924,0.55,0.1,0.35,0.6,-0.01037995,0.62,-2.02,7.22,1.337821828
298,control,yes,Asia,female,38,never,Other,1,54000,0.16,0.77,0.07,-0.4,-0.106345964,0.99,2.72,1.15,-1.062880498
299,control,no,Asia,male,58,married,Liberal,3,35205.88551,0.99,0,0.01,0.45,0.476977984,0.02,1.29,2.15,1.657707506
300,treat,no,Southern,female,36,never,Conservative,0,126000,0.33,0.14,0.53,-0.29,2.198987314,0.66,1.63,2.32,3.254934649
301,treat,yes,North America,female,45,divorced,Other,2,134364.9802,0.46,0.49,0.05,0.18,0.784238793,0.84,-0.35,1.5,1.731833159
302,control,no,North America,male,53,widowed,New_Democrat,0,91644.04352,0.25,0.65,0.1,0.04,0.63250578,0.1,0.93,0.16,2.114865369
303,control,no,North America,male,32,married,Other,2,61067.08813,0.78,0.06,0.16,0.78,1.097223505,0.97,1.34,1.91,1.373037365
304,control,yes,North America,female,60,divorced,Conservative,1,0,0.82,0.08,0.1,0.05,1.179254816,0.18,-0.49,0.65,0.565593335
305,control,no,North America,male,58,never,Liberal,3,41000,0.06,0.65,0.29,0.33,0.272276561,0.54,0.86,2.25,0.747862836
306,treat,yes,Asia,male,48,never,Liberal,1,119000,0.93,0,0.07,-0.93,1.306759545,0.91,1.48,0.92,2.155554751
307,control,yes,North America,female,28,divorced,Liberal,1,91171.52209,0.85,0.01,0.14,2.02,1.57684291,0.72,1.98,1.44,-0.500829918
308,treat,no,North America,male,51,married,Conservative,1,56497.21759,0.87,0.05,0.08,-3.75,0.460919599,0.02,-0.73,4.16,3.787138051
309,control,no,Europe,male,59,never,Other,0,38000,0.51,0.39,0.1,-0.8,0.177463656,0.34,1.21,0.43,1.377074813
310,control,no,Asia,male,18,divorced,Other,2,74895.09369,0.41,0.59,0,-0.42,0.676990262,0.27,-1,0.63,1.776761185
311,control,yes,North America,female,20,never,New_Democrat,3,76000,0.48,0.1,0.42,-1.21,0.543652606,0.04,-0.52,0.29,0.006754252
312,control,yes,Europe,male,21,never,Other,2,122000,0.87,0.11,0.02,1.56,1.573127455,0,2.77,0.99,0.518418975
313,control,yes,Europe,male,53,never,Conservative,0,73000,0.91,0.07,0.02,0.16,0.874322324,0.36,0.2,1.63,1.358929397
314,control,no,North America,male,48,never,Liberal,1,130000,0.28,0.33,0.39,-0.51,1.346285071,0.01,1.96,3.69,1.107089676
315,treat,no,North America,male,19,married,Conservative,1,85972.64307,0.38,0.06,0.56,0.22,1.328158532,0.04,1.38,0.84,4.100346786
316,treat,no,Asia,male,51,divorced,Liberal,1,10879.95643,0.39,0.26,0.35,2.02,0.537390652,0.07,2.65,0.13,3.368496399
317,control,yes,North America,female,42,divorced,Conservative,2,130000.4096,0.71,0.29,0,-0.41,1.354232456,0.13,-0.69,1.69,0.247798908
318,control,no,North America,female,20,married,New_Democrat,1,76458.23562,0.9,0.04,0.06,0.46,1.104092857,0.21,1.29,1.74,0.880753224
319,treat,yes,Europe,male,53,never,Conservative,1,86000,0.1,0.57,0.33,1.52,2.168324746,0.6,0.97,1.92,3.453680901
320,control,no,Asia,male,39,married,Liberal,1,148345.5848,0.91,0.01,0.08,-1.14,0.954013975,0.97,2.18,3.25,0.749960654
321,control,no,Europe,female,51,never,New_Democrat,0,86000,0.09,0.73,0.18,-1.45,1.054536835,0.94,1.62,3.15,0.973814719
322,treat,yes,Europe,female,64,married,Liberal,2,93688.46617,0.35,0.51,0.14,1.3,0.442406706,0.98,1.28,7.73,0.985526975
323,treat,yes,North America,male,63,married,New_Democrat,5,41110.41602,0.73,0.16,0.11,-0.59,1.021374256,0.42,2.04,0.82,2.865649623
324,treat,yes,Asia,male,37,divorced,Conservative,0,65681.76887,0.26,0.26,0.48,0.14,1.727044042,0,-0.26,3.01,2.81111886
325,treat,yes,Southern,male,46,never,Conservative,0,128000,0.29,0.45,0.26,-0.75,1.205432818,0.86,2.07,7.48,3.309326778
326,control,yes,Asia,male,46,never,Other,2,120000,0.73,0.04,0.23,0.31,1.99249361,0.57,0.56,1.02,0.719853248
327,treat,yes,Asia,female,46,never,New_Democrat,3,84000,0.04,0.55,0.41,0.77,1.85313151,0.06,-1.48,2.78,2.503838244
328,control,no,Asia,male,56,married,Conservative,4,81070.04005,0.16,0.35,0.49,-0.2,0.627001333,0.99,6.3,2.76,2.059138476
329,treat,yes,North America,male,50,married,Conservative,2,90533.51323,0.23,0.67,0.1,0.96,1.507923742,0.22,-0.92,1.11,3.128352505
330,control,yes,Asia,female,55,never,Conservative,0,25000,0.43,0.29,0.28,-1.57,0.508007722,0.2,4.73,1.15,-0.416396018
331,treat,yes,North America,female,29,divorced,Conservative,2,95075.25441,0.85,0,0.15,-1.77,1.478833773,0.13,-2.85,0.51,1.783320632
332,treat,no,Southern,female,63,divorced,New_Democrat,0,19876.91817,0.06,0.52,0.42,0.07,0.400212855,0.59,2.23,0.93,3.252012443
333,treat,yes,North America,male,35,married,Conservative,2,48078.84763,0.71,0.06,0.23,0.91,0.072292989,0.97,1.5,3.21,3.3853372
334,control,yes,North America,male,53,divorced,Liberal,1,131629.3685,0.78,0.19,0.03,-0.2,1.71427231,0.77,-1.31,2.85,-0.117753327
335,treat,yes,Europe,female,63,married,Conservative,1,118619.8409,0.53,0.44,0.03,-0.6,1.195700162,0,-0.6,2.59,2.214169109
336,treat,no,North America,male,36,divorced,Conservative,2,61621.8181,0.37,0.44,0.19,0.1,0.765724993,0.58,1.15,0.85,4.179027235
337,treat,no,North America,male,56,married,Other,2,23523.79311,0.11,0.78,0.11,0.99,0.223757081,0.18,-0.24,0.29,3.506978834
338,control,no,Asia,female,27,married,New_Democrat,3,144814.7315,0.52,0.14,0.34,0.1,1.499855366,0.32,3.2,2.09,1.004522046
339,control,no,Asia,male,34,never,Other,0,42000,0,0.27,0.73,-0.5,1.148181542,0.66,1.17,0.96,1.275986346
340,control,no,North America,female,32,never,New_Democrat,3,105000,0.69,0.25,0.06,-1.04,0.838790785,0.7,2.02,3.15,1.107736571
341,treat,yes,Europe,male,27,divorced,New_Democrat,0,56625.63957,0.78,0.11,0.11,-0.56,1.213247495,0.21,0.99,3.78,2.660338207
342,control,no,Europe,female,35,divorced,Conservative,0,42324.23254,0.34,0.22,0.44,-0.44,0.875387425,0.09,-0.23,11.77,0.926882268
343,treat,yes,North America,female,48,divorced,Liberal,2,76134.1226,0.7,0.11,0.19,-0.13,1.209598854,0.99,-1.31,3.06,0.91150423
344,treat,no,Southern,male,23,divorced,Other,2,11047.76939,0.72,0.06,0.22,-1.53,-0.188863972,0.27,-2.21,1.81,3.600347657
345,control,no,North America,female,45,married,Conservative,1,94400.4233,0.44,0.5,0.06,-0.2,0.63124263,0.73,-0.12,3.23,1.035155331
346,treat,yes,North America,female,63,never,New_Democrat,1,145000,0.66,0.17,0.17,-0.01,0.517859146,0.36,-0.39,0.72,1.931232778
347,treat,no,Europe,male,42,never,Conservative,2,24000,0.16,0.5,0.34,0.67,1.117582369,0.6,5.15,1.49,4.344648308
348,control,yes,Asia,female,23,divorced,Conservative,1,129261.8019,0.32,0.46,0.22,0.78,0.883221933,0.9,2.01,1,0.317652834
349,control,yes,Southern,female,62,never,Conservative,1,10000,0.57,0.05,0.38,-0.44,0.459449884,0.58,0.42,0.73,0.239746936
350,treat,no,North America,male,58,divorced,New_Democrat,1,52491.00122,0.42,0.1,0.48,-0.44,0.272495435,0.95,1.36,1.29,4.296975365
351,control,no,Europe,male,48,married,Liberal,0,15072.05511,0.92,0.02,0.06,-0.11,1.088664212,1,1.39,1.16,1.318264935
352,treat,yes,North America,male,42,married,Liberal,5,132962.4957,0.59,0.07,0.34,-1.22,2.123969502,0,2.14,3.33,1.942807878
353,control,no,Europe,male,29,married,Conservative,0,142070.7733,0.64,0.06,0.3,-0.78,0.216731289,0.02,1.24,0.94,2.181851543
354,control,yes,North America,female,28,married,New_Democrat,1,55841.86664,0.8,0.1,0.1,0.69,0.954868097,0.01,2.23,0.25,-0.463138856
355,treat,no,Asia,male,55,divorced,Conservative,1,50941.298,0.81,0.15,0.04,-0.19,0.311867351,0.07,0.48,0.19,4.218476549
356,control,no,Europe,female,22,divorced,Liberal,2,27363.98367,0.76,0.16,0.08,-0.03,0.63756791,0.34,-0.22,0.77,-0.383637239
357,control,yes,Asia,male,34,married,Other,0,151920.4735,0.58,0.26,0.16,-0.02,2.348558985,0.02,-0.93,0.8,0.541087352
358,treat,no,Asia,male,19,married,Liberal,2,135372.6731,0.18,0.1,0.72,0.54,1.720726888,0.97,1.69,6.71,3.128788231
359,treat,yes,North America,male,45,never,Conservative,1,50000,0.27,0.02,0.71,0.13,0.550166357,0.74,4.08,2.64,2.519420373
360,control,no,North America,male,56,divorced,Conservative,1,64505.36923,0.52,0.47,0.01,0.02,1.046602981,0.11,2.49,0.54,2.545884686
361,control,yes,North America,female,21,divorced,Liberal,1,50142.84654,0.78,0.05,0.17,-0.95,-0.663446627,0,2.6,1.54,-1.305372476
362,treat,yes,Southern,female,56,married,Liberal,1,148939.4155,0.5,0.03,0.47,0.82,1.143430228,0.02,-2.85,2.68,1.28725734
363,control,yes,North America,female,20,married,Conservative,4,61706.83197,0.78,0.19,0.03,0.83,0.759175312,0.35,-2.17,3.26,-0.089106119
364,control,no,North America,female,45,married,Conservative,3,70651.06819,0.25,0.6,0.15,-0.13,1.530233213,0.36,-4.61,2.66,0.941746686
365,treat,yes,North America,female,31,divorced,Liberal,3,64952.76705,0.25,0.29,0.46,-0.33,0.898961381,0.02,0.41,3.06,0.22475008
