"RBC","HR","SR","WS","SF","Hol","Humid","RF","Temp","Seas"
1964,11,2.08,1.3,0,"Holiday",25,0,13.2,"Spring"
1086,18,0.18,1.3,2.7,"No Holiday",89,2.5,-1,"Winter"
1609,21,0,1.7,0,"No Holiday",95,0.5,16.5,"Spring"
2362,20,0,2.9,0,"Holiday",48,0,10.8,"Autumn"
1837,18,1.35,1.3,0,"No Holiday",52,0,24.7,"Summer"
2402,21,0,1.8,0,"No Holiday",46,0,7,"Spring"
1610,2,0,0.8,0,"Holiday",23,0,18.8,"Spring"
1509,16,2.58,0.7,0,"No Holiday",24,0,3.4,"Winter"
1557,1,0,0.9,0,"Holiday",60,0,26.5,"Summer"
1948,13,0.53,0.9,0,"No Holiday",52,0,16.6,"Autumn"
1695,6,0,0.9,0,"No Holiday",63,0,12.2,"Spring"
2256,19,0.62,2.8,0,"No Holiday",68,0,20,"Autumn"
1920,10,0.15,1.1,0,"No Holiday",21,0,2.3,"Winter"
1861,23,0,3.4,0,"No Holiday",98,0.5,14.8,"Spring"
1979,20,0,3.7,0,"No Holiday",96,0.5,24.4,"Summer"
1534,3,0,2.2,0,"No Holiday",51,0,7.9,"Spring"
2034,7,0.1,0.8,0,"No Holiday",46,0,21.6,"Autumn"
1885,18,0.16,1.1,0,"No Holiday",34,0,-3.2,"Winter"
2147,12,2.94,1.1,0,"No Holiday",45,0,35,"Summer"
1925,1,0,1.8,0,"No Holiday",28,0,19.5,"Spring"
1657,10,0.96,0.7,0,"No Holiday",53,0,5.6,"Autumn"
2583,21,0,4.7,0,"No Holiday",27,0,27,"Summer"
2310,16,0.83,1.1,0,"No Holiday",55,0,21.6,"Summer"
2195,15,2.4,1.4,0,"No Holiday",37,0,36.6,"Summer"
1783,8,0.35,0.8,0,"No Holiday",54,0,33.2,"Summer"
1831,12,0.74,0.6,0,"No Holiday",79,0,12.3,"Autumn"
2028,2,0,0.4,0,"No Holiday",52,0,33,"Summer"
1733,4,0,2.3,0,"No Holiday",35,0,9.6,"Spring"
719,1,0,0.8,0.9,"No Holiday",93,0,1.5,"Winter"
1756,9,1.35,0.5,0,"No Holiday",56,0,5.6,"Spring"
1031,2,0,2.3,0,"No Holiday",88,0,6.1,"Spring"
1895,16,0.29,4.6,0,"No Holiday",84,0,10.2,"Spring"
1069,5,0,4,0,"No Holiday",98,1.5,14.2,"Spring"
1478,8,1.08,1.3,0,"No Holiday",85,0.5,16.5,"Spring"
1421,2,0,3.7,0,"No Holiday",56,0,11.2,"Spring"
2771,16,2.45,1.1,0,"No Holiday",41,0,27.1,"Summer"
1766,14,2.63,0.7,0,"No Holiday",57,0,19.5,"Autumn"
1797,15,2.1,1.2,0,"Holiday",80,0,23.4,"Summer"
1661,1,0,0.6,0,"No Holiday",71,0,25.7,"Summer"
1982,20,0,3.8,0,"No Holiday",94,0,20.2,"Summer"
1855,16,0.52,1,0,"No Holiday",38,0,6.9,"Spring"
1794,22,0,1.3,0,"No Holiday",97,2,11.1,"Spring"
2146,22,0,3.3,0,"No Holiday",85,0.5,21.3,"Summer"
1752,13,3.05,0.8,0,"No Holiday",51,0,36.1,"Summer"
1407,10,1.32,0.3,0,"No Holiday",90,0.5,4.3,"Spring"
2663,18,0.22,1.5,0,"No Holiday",37,0,17,"Autumn"
2523,23,0,2.3,0,"No Holiday",32,0,17.2,"Spring"
1308,18,0.49,1.8,0.5,"No Holiday",28,0,-14.7,"Winter"
2207,21,0,0.4,0,"No Holiday",46,0,10.5,"Spring"
1691,6,0,4,0,"No Holiday",54,0,6,"Spring"
958,15,0.9,1.1,0,"No Holiday",77,0,-2,"Spring"
2779,21,0,1.2,0,"No Holiday",29,0,19.6,"Spring"
1249,0,0,1.2,0,"No Holiday",70,0,5.3,"Autumn"
1254,4,0,2.6,0,"No Holiday",86,0,21,"Autumn"
1048,7,0.03,1.8,0,"Holiday",50,0,-1.8,"Winter"
1812,0,0,1.5,0,"No Holiday",75,0,26.4,"Summer"
1313,3,0,1.2,0,"No Holiday",35,0,-10.9,"Winter"
1689,10,1.64,2.2,0,"No Holiday",50,0,-5.1,"Winter"
1793,8,0,1.7,0,"No Holiday",53,0,19.9,"Summer"
1840,14,0.52,4.6,0,"No Holiday",64,0,20,"Summer"
1721,16,2,2.1,2.2,"No Holiday",30,0,0.3,"Winter"
1703,14,1.04,0.6,0,"No Holiday",33,0,-1.7,"Winter"
1823,6,0.02,3.4,0,"No Holiday",62,0,15.2,"Spring"
1375,5,0,3,0,"No Holiday",41,0,-1.5,"Winter"
2202,22,0,1.7,0,"No Holiday",70,0,21,"Summer"
1163,8,0.17,0.8,2,"No Holiday",58,0,-5,"Winter"
1059,12,2.5,2.7,0,"No Holiday",79,0,20.2,"Autumn"
2240,8,0.22,3.5,0,"No Holiday",24,0,8.1,"Autumn"
1521,6,0,4.2,0,"No Holiday",72,0,24.9,"Summer"
2492,22,0,2.6,0,"No Holiday",37,0,20.8,"Spring"
1836,5,0,2.2,0,"No Holiday",81,0,28.3,"Summer"
1809,19,0,0.6,0,"No Holiday",68,0,12.6,"Spring"
2151,1,0,1.6,0,"No Holiday",58,0,32.2,"Summer"
1549,4,0,1.6,0,"No Holiday",60,0,23.3,"Spring"
2172,19,0,3.2,0,"No Holiday",74,0,20.2,"Spring"
3161,22,0,3.4,0,"No Holiday",44,0,34,"Summer"
2312,18,0.16,2,0,"No Holiday",38,0,9.5,"Spring"
2192,17,0.01,0.1,0,"No Holiday",70,0,15.6,"Autumn"
2051,11,0.18,1.1,0,"No Holiday",35,0,7.3,"Autumn"
2088,23,0,0.5,0,"No Holiday",76,0,9.5,"Autumn"
2131,15,1.25,5,0,"No Holiday",35,0,28.9,"Summer"
2018,1,0,1.7,0,"No Holiday",37,0,26.8,"Summer"
1274,16,2.26,1.3,0,"No Holiday",56,0,-4.1,"Winter"
1143,7,0,4.2,0,"No Holiday",75,0,4.2,"Winter"
2119,22,0,0.2,0,"No Holiday",59,0,31.2,"Summer"
1934,9,1.34,1.4,0,"No Holiday",70,0,27.6,"Summer"
1238,5,0,3.2,0,"No Holiday",60,0,0.2,"Winter"
1788,4,0,1.3,0,"Holiday",37,0,12.7,"Spring"
1586,4,0,2.2,0,"No Holiday",64,0,7.4,"Autumn"
1635,5,0,1,0,"No Holiday",69,0,15.5,"Spring"
1610,12,1.01,3,0,"No Holiday",94,2.5,9.8,"Spring"
1192,10,1.83,1.2,0,"No Holiday",69,0,-3.7,"Winter"
1760,14,3.11,2.8,0,"No Holiday",42,0,14.1,"Spring"
1821,1,0,1.6,0,"No Holiday",47,0,27.3,"Summer"
788,4,0,0.6,0,"No Holiday",95,5,7.4,"Spring"
2483,14,2.39,1.9,0,"No Holiday",55,0,25.9,"Summer"
2543,18,0.58,1,0,"No Holiday",44,0,25.2,"Spring"
1994,8,0.53,2.2,0,"No Holiday",17,0,18.7,"Spring"
2609,23,0,1.6,0,"No Holiday",42,0,15.2,"Autumn"
2282,1,0,1.9,0,"No Holiday",39,0,23.2,"Summer"
1987,5,0,3,0,"No Holiday",53,0,31.5,"Summer"
2512,21,0,1.3,0,"No Holiday",72,0,30.7,"Summer"
1601,9,0.79,0.2,0,"No Holiday",44,0,0.5,"Winter"
1628,2,0,1.3,0,"No Holiday",75,0,26.9,"Summer"
2484,19,0,1.6,0,"No Holiday",64,0,15.8,"Autumn"
1742,11,0.75,2.8,0,"No Holiday",85,0,23.8,"Summer"
2254,10,2.33,0.8,0,"No Holiday",37,0,13.5,"Autumn"
2321,11,1.84,0.9,0,"No Holiday",56,0,26.1,"Autumn"
1546,17,0.26,1.4,0,"No Holiday",92,0,22.5,"Summer"
2365,15,2.05,1.4,0,"No Holiday",68,0,21.5,"Spring"
1669,12,3.15,0.5,0,"No Holiday",98,0.1,15.2,"Spring"
2238,20,0,2.3,0,"No Holiday",34,0,3.5,"Spring"
2098,3,0,2.9,0,"No Holiday",35,0,21.1,"Spring"
1335,1,0,1.2,0,"No Holiday",73,0,8,"Autumn"
1580,7,0,1,0,"No Holiday",77,0,14.5,"Spring"
1653,11,1.27,1.5,0,"No Holiday",86,0,9.2,"Autumn"
1385,7,0,0.6,0,"No Holiday",36,0,4.3,"Winter"
1738,8,1.16,1.3,0,"No Holiday",65,0,19.9,"Autumn"
1966,5,0,2,0,"No Holiday",50,0,32.1,"Summer"
1482,19,0.35,1.4,0,"No Holiday",98,0,8.2,"Spring"
1554,19,0.24,1.1,0,"No Holiday",63,0,3.9,"Winter"
2309,17,1.76,2.7,0,"No Holiday",32,0,14.7,"Spring"
2161,22,0,2.2,0,"No Holiday",72,0,16.7,"Autumn"
2199,17,0.1,1.9,0,"No Holiday",29,0,13.2,"Spring"
2119,17,1.72,0.6,0,"No Holiday",53,0,14.3,"Autumn"
2076,8,0.14,0.7,0,"No Holiday",76,0,24.7,"Autumn"
2986,21,0,1.2,0,"No Holiday",44,0,34.5,"Summer"
1160,4,0,0.8,0,"No Holiday",72,0,4.4,"Spring"
1718,3,0,1.4,0,"No Holiday",39,0,35.9,"Summer"
1809,20,0,3,0,"No Holiday",89,0,9.3,"Spring"
2277,23,0,2.3,0,"No Holiday",52,0,33.4,"Summer"
1810,2,0,1.1,0,"No Holiday",58,0,16.9,"Spring"
1772,16,0.14,4,0,"No Holiday",56,0,18.4,"Summer"
1428,5,0,1,0,"No Holiday",55,0,5.5,"Spring"
2116,0,0,1.8,0,"No Holiday",74,0,28.2,"Summer"
2158,7,0.06,1.9,0,"No Holiday",50,0,18.7,"Summer"
1355,5,0,0.8,0,"No Holiday",85,0,8.2,"Spring"
1087,0,0,2.2,0,"No Holiday",42,0,3.9,"Winter"
1516,4,0,2.5,0,"No Holiday",96,13.5,18.3,"Summer"
1952,7,0.01,4.2,0,"No Holiday",76,0,27.9,"Summer"
2067,22,0,2.3,0,"No Holiday",84,0,9.6,"Autumn"
1626,16,0.77,1.5,0,"No Holiday",28,0,-7.8,"Winter"
2521,23,0,1.4,0,"No Holiday",43,0,22.5,"Summer"
2356,21,0,1,0,"No Holiday",73,0,13,"Autumn"
1492,10,0.23,0.3,0,"No Holiday",75,0,4.9,"Autumn"
2106,21,0,3.1,0,"No Holiday",94,5.5,12.4,"Autumn"
1998,18,0,2.1,0,"No Holiday",79,0,17.2,"Spring"
1823,11,1.7,1,0,"No Holiday",57,0,2.7,"Autumn"
2298,12,1.14,1.1,0,"No Holiday",58,0,20.7,"Autumn"
2013,15,0.49,0.6,0,"No Holiday",76,0,21.1,"Autumn"
2699,15,2.39,0.8,0,"No Holiday",40,0,36.2,"Summer"
1872,10,1.4,1.6,0,"No Holiday",59,0,31.5,"Summer"
2659,23,0,1.1,0,"No Holiday",35,0,21,"Autumn"
2120,7,0.27,0.8,0,"No Holiday",39,0,26.9,"Spring"
2478,21,0,3.3,0,"No Holiday",75,0,26.2,"Summer"
1685,14,2.29,1.5,0,"No Holiday",80,0,15.5,"Spring"
1598,5,0,4.7,0,"No Holiday",69,0,30.6,"Summer"
2009,5,0,2.3,0,"No Holiday",49,0,29.8,"Summer"
2703,21,0,1.3,0,"No Holiday",47,0,19.7,"Autumn"
1585,18,0.78,1.6,0,"No Holiday",72,0,9.7,"Autumn"
1901,7,0.36,1.2,0,"No Holiday",79,0,13.2,"Autumn"
1707,16,0.53,1,0,"Holiday",33,0,-0.4,"Winter"
2507,19,0,1.8,0,"No Holiday",64,0,20.1,"Autumn"
1486,7,0.42,1.1,0,"No Holiday",79,0,9.6,"Autumn"
1878,9,0.43,2.7,0,"No Holiday",53,0,14,"Spring"
1855,4,0,0.4,0,"No Holiday",38,0,6.5,"Autumn"
1395,0,0,1.6,0,"No Holiday",63,0,22,"Summer"
1797,13,2.31,1.4,0,"No Holiday",44,0,17.6,"Autumn"
1590,9,0.07,1.3,0,"No Holiday",39,0,-11.7,"Winter"
2461,15,2.96,1,0,"No Holiday",53,0,11.6,"Autumn"
1746,21,0,0.1,0,"Holiday",36,0,-4.9,"Winter"
1575,10,2.18,1.7,0,"Holiday",56,0,29.8,"Summer"
1768,17,0.07,0.7,0,"No Holiday",24,0,-1.5,"Winter"
1504,19,0.02,1.5,0,"No Holiday",45,0,-13.9,"Winter"
1817,15,2.09,1.6,0,"No Holiday",69,0,23.7,"Summer"
1847,2,0,4,0,"No Holiday",31,0,26.7,"Summer"
2088,10,1.79,1,0,"No Holiday",58,0,30.4,"Summer"
1127,10,0.52,0.9,0,"No Holiday",86,0,17.2,"Summer"
2002,9,0.67,3.5,0,"No Holiday",56,0,16.9,"Autumn"
2288,14,0.35,0.9,0,"No Holiday",53,0,25.4,"Spring"
1913,19,0.25,0.8,0,"Holiday",75,0,10.2,"Spring"
1404,18,1.04,2.1,0,"No Holiday",45,0,-0.0999999999999999,"Winter"
2203,11,0.56,2.1,0,"No Holiday",61,0,17.6,"Autumn"
2147,13,2.48,0.7,0,"No Holiday",36,0,22.7,"Spring"
1672,21,0,4.6,0,"No Holiday",37,0,-6.3,"Winter"
830,1,0,1.5,0,"No Holiday",96,3,12.9,"Spring"
2036,13,1.55,2.3,0,"No Holiday",73,0,2.1,"Autumn"
2057,11,0.83,0.6,0,"No Holiday",77,0,18.9,"Spring"
1989,8,0.98,0.4,0,"No Holiday",58,0,32.8,"Summer"
2169,18,0.43,1.1,0,"No Holiday",49,0,9.6,"Autumn"
1191,22,0,0.6,0.3,"No Holiday",60,0,-16.3,"Winter"
1728,4,0,1.2,0,"No Holiday",65,0,24.3,"Summer"
1834,6,0,0.7,0,"No Holiday",63,0,19.4,"Summer"
1049,2,0,0.6,0,"Holiday",93,0,23.8,"Summer"
1855,9,0.9,3.2,0,"No Holiday",64,0,8.3,"Autumn"
1536,6,0,1.1,0,"No Holiday",84,0,7.5,"Autumn"
2131,13,1.12,2,0,"No Holiday",55,0,3.2,"Spring"
1487,14,1.66,0.4,0,"No Holiday",56,0,1.6,"Winter"
2599,23,0,0.8,0,"No Holiday",67,0,27.1,"Summer"
2183,19,0.23,1.7,0,"No Holiday",73,0,12.4,"Autumn"
1543,14,0.41,0.9,1,"Holiday",32,0,-10,"Winter"
2100,13,0.48,2.9,0,"No Holiday",28,0,26,"Spring"
1686,0,0,1.1,0,"No Holiday",35,0,12.3,"Spring"
1750,0,0,0.6,0,"No Holiday",64,0,22.5,"Summer"
2226,21,0,1.4,0,"Holiday",64,0,29.7,"Summer"
1781,18,0,2.6,0,"No Holiday",42,0,-8.5,"Winter"
2397,20,0,1.5,0,"No Holiday",32,0,7.1,"Spring"
2468,15,1.96,0.5,0,"No Holiday",42,0,35.2,"Summer"
1134,2,0,3,0,"No Holiday",76,0,5.2,"Winter"
1385,10,0.96,1.5,0,"No Holiday",77,0,9,"Autumn"
1134,5,0,0.3,0,"No Holiday",95,0,16.7,"Spring"
2060,15,0.47,2.3,0,"No Holiday",40,0,16.2,"Spring"
1978,18,0.16,0.4,0,"No Holiday",78,0,9.9,"Autumn"
1915,18,0.57,1.6,0,"No Holiday",71,0,9.2,"Autumn"
1878,18,1.36,2.8,0,"No Holiday",86,0,26.6,"Summer"
1842,15,0.26,1.6,0,"No Holiday",91,1,17.4,"Autumn"
1927,4,0,2.5,0,"No Holiday",50,0,29.9,"Summer"
1023,4,0,1.1,0,"No Holiday",75,0,20.1,"Summer"
1863,21,0,2.7,0,"No Holiday",86,0,9.3,"Autumn"
1562,7,0.46,1.2,0,"No Holiday",95,0,24.6,"Summer"
1821,20,0,2,0,"No Holiday",36,0,-7,"Winter"
1463,1,0,2.6,0,"No Holiday",31,0,0,"Winter"
1258,8,0,1.9,0,"No Holiday",93,1.5,6.7,"Spring"
854,1,0,1,0,"No Holiday",98,5.5,7.2,"Spring"
1455,7,0,4.5,0,"No Holiday",32,0,-6.4,"Winter"
1938,15,0.89,2.7,0,"No Holiday",46,0,14.4,"Autumn"
1645,5,0,0.9,0,"No Holiday",23,0,8,"Winter"
2172,2,0,0.7,0,"No Holiday",43,0,24.1,"Summer"
952,20,0,2,0,"No Holiday",97,0,2,"Winter"
1628,3,0,2.4,0,"No Holiday",46,0,12.2,"Spring"
2231,13,3.06,1.7,0,"No Holiday",69,0,24.6,"Summer"
1523,11,2.24,0.6,0,"No Holiday",52,0,-8,"Winter"
1459,9,0.45,0.4,0,"No Holiday",40,0,-3.2,"Winter"
1519,3,0,0.6,0,"No Holiday",55,0,7.4,"Autumn"
2191,7,0.22,1.5,0,"No Holiday",47,0,20.6,"Autumn"
1919,10,1.32,3.1,0,"No Holiday",74,0,21.1,"Summer"
2077,19,0.08,0.4,0,"No Holiday",67,0,26.7,"Summer"
2064,8,0.34,0.6,0,"No Holiday",34,0,9.1,"Autumn"
1773,0,0,1.4,0,"No Holiday",57,0,23,"Summer"
2111,21,0,3.2,0,"No Holiday",27,0,0.5,"Winter"
1603,2,0,0.8,0,"No Holiday",63,0,5.6,"Spring"
1395,6,0,2.8,0,"No Holiday",84,0,23.5,"Summer"
2009,9,0.09,2.2,0,"No Holiday",60,0,8.1,"Autumn"
2572,13,0.21,1.2,0,"No Holiday",59,0,29.1,"Summer"
2238,5,0,0.1,0,"No Holiday",56,0,31.3,"Summer"
1766,0,0,1.4,0,"No Holiday",50,0,16.3,"Autumn"
1116,0,0,2,0,"No Holiday",54,0,-6.6,"Winter"
1908,2,0,0.8,0,"No Holiday",34,0,14.3,"Spring"
2179,18,0.31,1.6,0,"No Holiday",42,0,6.8,"Autumn"
1463,15,2.86,4.9,0,"No Holiday",48,0,-3.5,"Winter"
1742,8,1.1,0.8,0,"No Holiday",32,0,6.9,"Spring"
1505,16,0.98,1.9,0,"Holiday",76,0,20.9,"Summer"
1742,16,0.54,2.9,0,"No Holiday",33,0,-8.9,"Winter"
2739,21,0,0,0,"No Holiday",36,0,24.1,"Autumn"
1829,17,1.18,3.2,0,"No Holiday",63,0,3.2,"Spring"
1809,13,0.66,3.3,0,"No Holiday",92,0,24.8,"Summer"
2041,12,0.09,3.5,0,"No Holiday",76,0,29.4,"Summer"
1714,12,1.37,5.4,0,"No Holiday",57,0,9.4,"Spring"
2094,11,0.78,0.6,0,"No Holiday",37,0,13.9,"Autumn"
1410,10,1.88,2.6,0,"No Holiday",37,0,-3.6,"Winter"
2084,21,0,0.7,0,"No Holiday",65,0,29.8,"Summer"
2460,17,0.2,3.7,0,"No Holiday",64,0,28.5,"Summer"
642,0,0,3.1,2.7,"No Holiday",90,2.5,-1.8,"Winter"
2339,22,0,1.7,0,"No Holiday",52,0,20.1,"Spring"
1851,23,0,1.4,2.9,"No Holiday",86,0,2.8,"Autumn"
2053,5,0,0.8,0,"No Holiday",55,0,16.3,"Autumn"
1657,0,0,2.2,0,"No Holiday",61,0,23.6,"Summer"
1331,11,0.86,3.2,0,"No Holiday",82,0,1.8,"Winter"
1274,8,0.41,1.1,0,"No Holiday",71,0,8.4,"Winter"
1513,12,0.45,1,0,"Holiday",47,0,-3.2,"Winter"
1549,4,0,2.7,0,"No Holiday",87,0,23.7,"Summer"
2072,5,0,1.5,0,"No Holiday",65,0,33.6,"Summer"
1743,17,1.57,1.1,0,"No Holiday",90,0.5,24.2,"Summer"
1719,3,0,1.4,0,"No Holiday",68,0,10.8,"Autumn"
1453,5,0,0.5,0,"No Holiday",29,0,-2.5,"Winter"
1143,13,1.87,2,0,"No Holiday",93,0.5,24.1,"Summer"
2326,10,0.38,2.4,0,"No Holiday",22,0,8.6,"Autumn"
1582,22,0,5,0,"Holiday",40,0,-11,"Winter"
2353,4,0,2.7,0,"No Holiday",39,0,22.5,"Spring"
1658,12,1.14,2.8,0,"No Holiday",74,0,4.4,"Spring"
2064,17,1.73,1.1,0,"No Holiday",35,0,-0.9,"Autumn"
1656,0,0,2.5,0,"No Holiday",76,0,24.9,"Summer"
2199,22,0,1.6,0,"No Holiday",69,0,19.6,"Summer"
1405,6,0,2.4,0.4,"No Holiday",83,0,2.8,"Autumn"
2202,18,0.6,0.5,0,"No Holiday",36,0,9.1,"Autumn"
929,10,0.32,0.9,0,"No Holiday",68,0,1.5,"Winter"
930,2,0,1.5,0,"No Holiday",79,0,20.8,"Summer"
2225,18,0.03,1.2,0,"No Holiday",54,0,18.3,"Spring"
1692,19,0.13,1.1,0,"No Holiday",71,0,-1.2,"Autumn"
1783,4,0,2.4,0,"No Holiday",63,0,29.9,"Summer"
1451,1,0,0.5,0,"No Holiday",80,0,14.7,"Autumn"
2003,21,0,2.7,0,"No Holiday",57,0,17.4,"Spring"
1541,7,0.02,1.4,0,"No Holiday",68,0,4.4,"Spring"
1646,16,1.34,0.4,0,"No Holiday",36,0,4.1,"Winter"
2378,21,0,1.9,0,"No Holiday",81,0.1,19.2,"Autumn"
1332,6,0,3,0,"No Holiday",46,0,-13.5,"Winter"
2297,17,1.14,2.2,0,"No Holiday",64,0,30.6,"Summer"
1131,4,0,1.5,0.7,"No Holiday",44,0,-14.3,"Winter"
874,12,0.34,0.7,0,"No Holiday",86,0.3,2.6,"Winter"
1890,12,0.32,1.7,0,"No Holiday",13,0,4.1,"Winter"
2609,11,0.93,1.5,0,"No Holiday",25,0,21.6,"Autumn"
925,14,1.13,2.6,1,"Holiday",48,0,-12.1,"Winter"
1058,2,0,1.3,0,"No Holiday",71,0,-5.6,"Winter"
1937,23,0,0.7,0,"No Holiday",62,0,12.3,"Spring"
1475,1,0,1,0,"No Holiday",98,8,22.2,"Summer"
1208,6,0,1.2,0,"No Holiday",95,1,18.8,"Autumn"
1626,20,0,0.1,0,"No Holiday",84,0,20.8,"Summer"
1917,2,0,0.6,0,"No Holiday",65,0,30.3,"Summer"
1080,4,0,3,0,"No Holiday",96,0.2,7.6,"Spring"
1837,1,0,4,0,"No Holiday",45,0,6.7,"Spring"
1977,6,0.01,0.4,0,"No Holiday",77,0,19.2,"Autumn"
2270,13,3.34,1.3,0,"No Holiday",98,0,22.7,"Summer"
1871,3,0,0.9,0,"No Holiday",45,0,14.8,"Autumn"
1772,8,0.04,1.4,0,"No Holiday",70,0,12.5,"Spring"
1927,17,0.41,0.7,0,"No Holiday",58,0,17.4,"Spring"
1509,9,0.12,2,0,"Holiday",56,0,26.1,"Summer"
1508,9,1.01,3.9,0,"No Holiday",94,2.5,15,"Autumn"
1542,7,0,1.5,0,"No Holiday",66,0,1.7,"Spring"
2240,18,0.26,0.7,0,"No Holiday",41,0,11.1,"Spring"
2669,16,0.61,0.2,0,"No Holiday",19,0,23.1,"Spring"
1716,21,0,3.6,1.9,"No Holiday",51,0,-2.9,"Winter"
1471,16,1.57,2,0,"No Holiday",85,0,3.9,"Autumn"
1836,8,0,1.5,0,"Holiday",48,0,21.6,"Autumn"
2851,23,0,1.6,0,"No Holiday",43,0,25.7,"Summer"
2677,23,0,0.5,0,"No Holiday",39,0,27,"Summer"
1770,19,0,2,0,"Holiday",21,0,-3.5,"Winter"
2193,15,1.3,0.9,0,"No Holiday",42,0.2,12.3,"Spring"
2506,14,1.25,1.2,0,"No Holiday",33,0,34.3,"Summer"
1657,4,0,1.9,0,"No Holiday",90,0,29,"Summer"
1329,3,0,1.6,0,"No Holiday",44,0,-8.2,"Winter"
2047,13,1.86,2,0,"No Holiday",26,0,18.6,"Spring"
1991,20,0,3.2,0,"No Holiday",84,0,19.4,"Spring"
1964,18,1.06,1.6,0,"Holiday",61,0,30.9,"Summer"
1426,1,0,0.4,0,"No Holiday",41,0,10.6,"Spring"
2135,11,1.28,0.8,0,"No Holiday",79,0,25,"Summer"
1483,23,0,1.2,0,"No Holiday",46,0,1.1,"Winter"
2421,13,1.76,2.9,0,"No Holiday",52,0,35.2,"Summer"
2269,9,1.77,2.7,0,"No Holiday",23,0,21,"Spring"
2008,11,2.2,4,0,"No Holiday",61,0,15.1,"Summer"
1953,21,0,3.7,1,"No Holiday",49,0,2,"Winter"
1922,6,0.02,0.4,0,"No Holiday",49,0,29.7,"Summer"
1356,1,0,0.5,0,"No Holiday",29,0,-3.8,"Winter"
866,0,0,0.7,0,"No Holiday",86,0,13.2,"Spring"
1886,8,0.34,1.4,0,"No Holiday",62,0,30.3,"Summer"
1682,3,0,1,0,"No Holiday",65,0,15.8,"Autumn"
1930,14,0.11,3.1,0,"No Holiday",69,0,25.9,"Summer"
1780,4,0,2.5,0,"No Holiday",60,0,29.5,"Summer"
1519,19,0.39,2.8,0,"No Holiday",89,1,8.7,"Spring"
1873,11,2.15,2.7,0,"No Holiday",47,0,12.9,"Autumn"
2477,13,2.6,0.8,0,"No Holiday",49,0,24.7,"Autumn"
1475,5,0,0.4,0,"No Holiday",80,0,21.1,"Summer"
1314,4,0,0.6,0,"No Holiday",69,0,2.6,"Spring"
3056,15,3.01,3.5,0,"No Holiday",68,0,29.9,"Summer"
2109,22,0,1.7,0,"No Holiday",47,0,12,"Spring"
1993,13,3.18,2,0,"No Holiday",89,0,19.7,"Autumn"
2945,13,2.71,1.7,0,"No Holiday",29,0,18.3,"Spring"
1838,4,0,3.9,0,"No Holiday",54,0,13.2,"Spring"
2110,10,1.28,1.9,0,"No Holiday",91,0.5,23.7,"Summer"
1123,12,2.25,2.8,0,"No Holiday",77,0,7.9,"Winter"
2064,20,0,3.1,0,"No Holiday",22,0,-1.8,"Winter"
1863,10,1.43,3.3,0,"No Holiday",62,0,13.6,"Autumn"
1988,7,0.47,2.2,0,"No Holiday",40,0,19.2,"Spring"
1659,7,0.03,2.4,0,"No Holiday",14,0,2.7,"Winter"
2269,3,0,1,0,"No Holiday",39,0,36.8,"Summer"
1313,21,0,2.6,2.2,"No Holiday",90,0,-5.7,"Winter"
1487,17,0.23,1.3,2,"No Holiday",55,0,-4.8,"Winter"
2479,19,0,1.3,0,"No Holiday",25,0,18.8,"Spring"
2315,18,0.64,0.5,0,"No Holiday",50,0,23.9,"Summer"
1834,10,1.71,0.5,0,"No Holiday",84,0,3.4,"Spring"
1766,18,0.08,2.9,0,"No Holiday",85,0,22.1,"Summer"
1853,14,2.01,1.5,0,"No Holiday",66,0,0.5,"Spring"
2333,19,0.36,2.7,0,"Holiday",35,0,14.8,"Autumn"
1902,7,0.23,1.8,0,"No Holiday",38,0,4.6,"Winter"
1597,15,2.27,2.1,0,"No Holiday",85,0.5,27.7,"Summer"
1746,23,0,0.6,0,"No Holiday",52,0,2,"Winter"
972,11,0.32,1,0,"No Holiday",83,0,27.3,"Summer"
2194,12,2.95,3,0,"No Holiday",16,0,13.8,"Spring"
1527,7,0.42,1,0,"No Holiday",68,0,26.5,"Summer"
2401,15,2.88,2.4,0,"No Holiday",39,0,17.7,"Autumn"
1899,5,0,4.6,0,"No Holiday",49,0,16.3,"Autumn"
1488,12,2.89,0,0,"No Holiday",81,0,23.6,"Summer"
1129,0,0,0,0,"No Holiday",43,0,-5.9,"Winter"
2003,18,0,2.9,0,"No Holiday",51,0,8.2,"Spring"
1550,4,0,0.7,0,"No Holiday",26,0,3.4,"Winter"
1351,8,0.58,1,0,"No Holiday",89,0,6.6,"Spring"
1945,21,0,1,0,"No Holiday",76,0,17.8,"Autumn"
1987,4,0,0.4,0,"No Holiday",56,0,22.3,"Summer"
1753,7,0.27,2,0,"No Holiday",75,0,19.8,"Autumn"
1481,12,0.6,0.3,0,"No Holiday",87,0,3,"Autumn"
1963,8,0,1.5,0,"No Holiday",60,0,8.7,"Spring"
2203,1,0,1.2,0,"No Holiday",39,0,14.6,"Autumn"
1904,20,0.01,2.3,0,"No Holiday",40,0,-13.7,"Winter"
2591,9,1.94,1.8,0,"No Holiday",38,0,21.8,"Summer"
1958,18,0.85,0.4,0,"No Holiday",68,0,3.9,"Autumn"
1782,5,0,1.8,0,"No Holiday",37,0,8.9,"Spring"
2252,19,0.08,1,0,"Holiday",84,0,24.8,"Summer"
1924,5,0,0.8,0,"No Holiday",29,0,5.3,"Autumn"
2015,20,0.08,3.1,0,"No Holiday",67,0,4.8,"Autumn"
